Type,URL,Listing Agent,Price,Address,Beds,Showers,Cars,Location Type,Size of the property,Description,Features
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41803637-van-noordtkade-9-b/,None,"€ 875,000",Van Noordtkade 9 -B | 1013 BZ Amsterdam,3 rooms (2 bedrooms),1 bathroom,1 car,None,113m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p485/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41800091-ernest-staesstraat-37-2/,None,"€ 300,000",Ernest Staesstraat 37 2 | 1061 CC Amsterdam,3 rooms (2 bedrooms),1 separate toilet,None,None,53m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41809843-boutenburg-113/,None,"€ 250,000",Boutenburg 113 | 1068 ZB Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,67m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41808111-overtoom-114-4/,None,"€ 285,000",Overtoom 114 4 | 1054 HM Amsterdam,2 rooms (1 bedroom),1 bathroom,None,None,32m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41808517-loenermark-512/,None,"€ 300,000",Loenermark 512 | 1025 TT Amsterdam,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,None,None,97m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p486/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41894119-jan-gijzenkade-183/,None,"€ 300,000",Jan Gijzenkade 183 | 2025 MA Haarlem,4 rooms (2 bedrooms),1 bathroom,None,None,88m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-87258402-marcusstraat-1-ii/,None,"€ 357,500",Marcusstraat 1 II | 1091 TH Amsterdam,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,None,None,46m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-87258138-hemonystraat-41-a/,None,"€ 210,000",Hemonystraat 41 A | 1074 BN Amsterdam,2 rooms (1 bedroom),1 bathroom,None,None,28m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41892964-eerste-van-swindenstraat-10-2/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41892829-uiterwaardenstraat-56-3/,None,"€ 395,000",Uiterwaardenstraat 56 3 | 1079 CB Amsterdam,4 rooms (2 bedrooms),1 bathroom,None,None,68m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41891858-rhijnvis-feithstraat-31-h/,None,"€ 950,000",Rhijnvis Feithstraat 31 H | 1054 TV Amsterdam,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,None,None,105m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41891845-de-witstraat-61-p/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41897218-houtrijkstraat-401/,None,"€ 335,000",Houtrijkstraat 401 | 1013 VB Amsterdam,3 rooms (2 bedrooms),1 bathroom,None,None,47m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41897114-joan-melchior-kemperstraat-47-hs/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/diemen/appartement-41897044-tobias-asserlaan-400/,None,"€ 275,000",Tobias Asserlaan 400 | 1111 KC Diemen,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,None,None,63m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p488/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41892829-uiterwaardenstraat-56-3/,None,"€ 395,000",Uiterwaardenstraat 56 3 | 1079 CB Amsterdam,4 rooms (2 bedrooms),1 bathroom,None,None,68m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41891858-rhijnvis-feithstraat-31-h/,None,"€ 950,000",Rhijnvis Feithstraat 31 H | 1054 TV Amsterdam,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,None,None,105m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p487/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/hoofddorp/appartement-41873285-de-fruittuinen-44/,tel:023-5699020,"€ 519,000",De Fruittuinen 44 | 2132 NZ Hoofddorp,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 car,None,109m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p489/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41868507-panamakade-226/,None,"€ 475,000",Panamakade 226 | 1019 TT Amsterdam,4 rooms (2 bedrooms),1 bathroom,None,None,86m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41867356-blasiusstraat-50-huis/,None,"€ 1,000,000",Blasiusstraat 50 Huis | 1091 CT Amsterdam,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,124m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41866288-thorn-prikkerstraat-10/,None,"€ 350,000",Thorn Prikkerstraat 10 | 1062 BP Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,78m²,None,None
Buy,https://www.funda.nl/en/koop/breukelen/appartement-87220452-titus-brandsmastraat-87/,None,"€ 235,000",Titus Brandsmastraat 87 | 3621 KC Breukelen,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,86m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41866897-nieuwe-keizersgracht-390/,None,"€ 750,000",Nieuwe Keizersgracht 390 | 1018 VG Amsterdam,3 rooms (2 bedrooms),1 separate toilet,None,None,107m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41866570-ohmstraat-5-i/,None,"€ 385,000",Ohmstraat 5 -I | 1098 SR Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,75m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p490/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41851737-albert-cuypstraat-153-e/,tel:020 2103550,"€ 350,000",Albert Cuypstraat 153 E | 1073 BC Amsterdam,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,None,None,45m²,None,None
Buy,https://www.funda.nl/en/koop/almere/appartement-41851425-denemarkenstraat-94/,None,"€ 245,000",Denemarkenstraat 94 | 1363 DD Almere,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,66m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p491/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/huizen/appartement-41743356-golfstroom-86/,tel:035-5262960,"€ 289,000",Golfstroom 86 | 1271 CR Huizen,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 car,None,86m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41742678-jj-cremerplein-4-2/,None,"€ 599,000",J.J. Cremerplein 4 2 | 1054 TK Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,77m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41741802-cornelis-drebbelstraat-9-h/,None,"€ 350,000",Cornelis Drebbelstraat 9 H | 1097 AJ Amsterdam,3 rooms (2 bedrooms),1 bathroom,None,None,53m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41740675-admiraal-de-ruijterweg-347-e/,None,"€ 475,000",Admiraal De Ruijterweg 347 E | 1055 MA Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,82m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41740675-admiraal-de-ruijterweg-347-e/,tel:020-3790900,"€ 475,000",Admiraal De Ruijterweg 347 E | 1055 MA Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,82m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41749085-orteliusstraat-348-i-hg/,None,"€ 325,000",Orteliusstraat 348 I hg | 1056 PT Amsterdam,2 rooms (1 bedroom),1 bathroom,None,None,54m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41749941-noorderstraat-31-b/,None,"€ 500,000",Noorderstraat 31 B | 1017 TR Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,67m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41740675-admiraal-de-ruijterweg-347-e/,tel:020-3790900,"€ 475,000",Admiraal De Ruijterweg 347 E | 1055 MA Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,82m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p492/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/purmerend/appartement-41734309-burgemeester-d-kooimanweg-181/,tel:0299-428888,"€ 225,000",Burgemeester D. Kooimanweg 181 | 1444 BE Purmerend,2 rooms (1 bedroom),1 bathroom,None,None,79m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41734246-andersensingel-162/,None,"€ 215,000",Andersensingel 162 | 1102 VS Amsterdam,2 rooms (1 bedroom),1 bathroom,None,None,53m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p493/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41702965-gijsbrecht-van-aemstelstraat-20-3/,None,"€ 699,000",Gijsbrecht van Aemstelstraat 20 3 | 1091 TC Amsterdam,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,99m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41706458-floraplein-27/,tel:023 517 26 10,"€ 750,000",Floraplein 27 | 2012 HM Haarlem,4 rooms (3 bedrooms),1 bathroom,None,None,138m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41706458-floraplein-27/,None,"€ 750,000",Floraplein 27 | 2012 HM Haarlem,4 rooms (3 bedrooms),1 bathroom,None,None,138m²,None,None
Buy,https://www.funda.nl/en/koop/zandvoort/appartement-87162816-van-galenstraat-32/,None,"€ 350,000",van Galenstraat 32 | 2041 JS Zandvoort,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,80m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41706458-floraplein-27/,None,"€ 750,000",Floraplein 27 | 2012 HM Haarlem,4 rooms (3 bedrooms),1 bathroom,None,None,138m²,None,None
Buy,https://www.funda.nl/en/koop/amstelveen/appartement-41793858-tempelhof-19/,None,"€ 450,000",Tempelhof 19 | 1182 JP Amstelveen,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,89m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41792582-ruyschstraat-33-bov/,None,"€ 900,000",Ruyschstraat 33 bov | 1091 BS Amsterdam,6 rooms (3 bedrooms),1 bathroom and 2 separate toilets,None,None,157m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41798062-emmaplein-40-zw/,None,"€ 450,000",Emmaplein 40 zw | 2014 VA Haarlem,3 rooms (2 bedrooms),1 bathroom,None,None,98m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p495/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41706458-floraplein-27/,tel:023 517 26 10,"€ 750,000",Floraplein 27 | 2012 HM Haarlem,4 rooms (3 bedrooms),1 bathroom,None,None,138m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41709414-stadionkade-139-3/,None,"€ 1,275,000",Stadionkade 139 3 | 1076 BT Amsterdam,7 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,None,None,187m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p494/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/de-kwakel/appartement-87347224-drechtdijk-1-b/,tel:085-7441113,"€ 210,000",Drechtdijk 1 b | 1424 RA De Kwakel,2 rooms (1 bedroom),1 bathroom,None,None,50m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41983583-kinkerstraat-19-iiivoor/,None,"€ 230,000",Kinkerstraat 19 IIIvoor | 1053 DC Amsterdam,1 room,1 bathroom,None,None,29m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p496/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41960529-bilderdijkstraat-168-iii-iv/,tel:020-3035090,"€ 360,000",Bilderdijkstraat 168 III/IV | 1053 LD Amsterdam,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,None,None,58m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41960419-moreelsestraat-9-3hg/,None,"€ 740,000",Moreelsestraat 9 3hg | 1071 BJ Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,74m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p497/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41967982-douwes-dekkerstraat-22-boven/,tel:023-5321715,"€ 499,000",Douwes Dekkerstraat 22 boven | 1053 SX Amsterdam,3 rooms (1 bedroom),1 bathroom and 2 separate toilets,None,None,78m²,None,None
Buy,https://www.funda.nl/en/koop/purmerend/appartement-41967962-de-open-veste-bouwnr-157/,None,"€ 349,500",De Open Veste Bouwnr. 157 | 1448 Purmerend,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,85m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p498/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41951190-brouwersstraat-14-zw/,None,"€ 265,000",Brouwersstraat 14 zw | 2013 WL Haarlem,2 rooms (1 bedroom),1 bathroom,None,None,52m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41951011-jan-kiststraat-171/,None,"€ 1,190,000",Jan Kiststraat 171 | 1018 Amsterdam,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,None,None,131m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41951092-jan-kiststraat-203/,None,"€ 1,400,000",Jan Kiststraat 203 | 1018 Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,131m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p499/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41950478-jan-kiststraat-195/,None,"€ 1,180,000",Jan Kiststraat 195 | 1018 Amsterdam,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,None,None,131m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-87314008-da-costakade-170-b/,tel:0206208180,"€ 295,000",Da Costakade 170 B | 1053 XD Amsterdam,2 rooms (1 bedroom),1 bathroom,None,None,33m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41959358-jan-kiststraat-183/,None,"€ 1,170,000",Jan Kiststraat 183 | 1018 Amsterdam,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,None,None,131m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41959150-jan-kiststraat-149/,None,"€ 1,220,000",Jan Kiststraat 149 | 1018 Amsterdam,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,None,None,134m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p500/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/zaandam/appartement-87296226-prins-bernhardplein-46/,tel:0228-755476,"€ 185,000",Prins Bernhardplein 46 | 1508 XB Zaandam,2 rooms (1 bedroom),None,None,None,58m²,None,None
Buy,https://www.funda.nl/en/koop/badhoevedorp/appartement-41831313-meidoornweg-164/,None,"€ 285,000",Meidoornweg 164 | 1171 KD Badhoevedorp,4 rooms (3 bedrooms),1 separate toilet,None,None,92m²,None,None
Buy,https://www.funda.nl/en/koop/badhoevedorp/appartement-41831313-meidoornweg-164/,tel:020-6592263,"€ 285,000",Meidoornweg 164 | 1171 KD Badhoevedorp,4 rooms (3 bedrooms),1 separate toilet,None,None,92m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p501/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41836620-valeriusstraat-183-hs/,tel:020-6161688,"€ 1,350,000",Valeriusstraat 183 hs | 1075 EW Amsterdam,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,None,None,132m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41836503-singel-202-e/,None,"€ 649,000",Singel 202 E | 1016 AA Amsterdam,3 rooms (2 bedrooms),1 separate toilet,None,None,82m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41836503-singel-202-e/,tel:020-5733844,"€ 649,000",Singel 202 E | 1016 AA Amsterdam,3 rooms (2 bedrooms),1 separate toilet,None,None,82m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p502/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-87281130-ruysdaelkade-91-3/,tel:0851309628,"€ 300,000",Ruysdaelkade 91 3 | 1072 AM Amsterdam,1 room,1 bathroom,None,None,43m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41814468-nieuwe-keizersgracht-24-ii-iii/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p503/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41893142-albrecht-durerstraat-5-1/,None,"€ 1,050,000",Albrecht Dürerstraat 5 1 | 1077 LS Amsterdam,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,142m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41893982-nijenburg-23/,tel:020-6733103,"€ 395,000",Nijenburg 23 | 1081 GD Amsterdam,3 rooms (2 bedrooms),None,None,None,80m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41893982-nijenburg-23/,tel:020-6733103,"€ 395,000",Nijenburg 23 | 1081 GD Amsterdam,3 rooms (2 bedrooms),None,None,None,80m²,"Licht 3-kamerappartement van  ruim  80 m2  op de  derde verdieping  van het  laagbouw  complex Nijenburg in het leuke Buitenveldert. Het  appartement is voorzien van ruim  balkon op  het  westen met prachtig groen uitzicht.  Omgeving: De ligging van het complex met lift is ideaal: nabij winkelcentra, uitvalswegen en openbaar vervoer. De woning ligt tussen het prachtige Amsterdams Bos en het winkelcentrum Gelderlandplein in. Op loop- of fietsafstand liggen: WTC, VU en de bankgebouwen aan de Zuid …",None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41892959-keizersgracht-517-h-l/,None,"€ 2,250,000",Keizersgracht 517 H+L | 1017 DN Amsterdam,5 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,None,None,188m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41893982-nijenburg-23/,tel:020-6733103,"€ 395,000",Nijenburg 23 | 1081 GD Amsterdam,3 rooms (2 bedrooms),None,None,None,80m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-87255197-lange-leidsedwarsstraat-42-a/,None,"€ 349,000",Lange Leidsedwarsstraat 42 A | 1017 NL Amsterdam,2 rooms (1 bedroom),None,None,None,44m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p504/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41870607-zandvoorter-allee-266/,tel:023-5482048,"€ 295,000",Zandvoorter Allee 266 | 2012 WH Haarlem,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,94m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41879142-rijksstraatweg-73/,None,"€ 425,000",Rijksstraatweg 73 | 2024 DB Haarlem,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,105m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p505/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41730694-christiaan-paul-flusstraat-bouwnr-10/,tel:020-6816716,"€ 675,000",Christiaan Paul Flusstraat (Bouwnr. 10) | 1087 VA Amsterdam,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,None,None,150m²,None,None
Buy,https://www.funda.nl/en/koop/haarlem/appartement-41739694-johan-wagenaarring-31/,None,"€ 384,000",Johan Wagenaarring 31 | 2033 NZ Haarlem,5 rooms,None,None,None,110m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41738363-christiaan-paul-flusstraat-bouwnr-22/,None,"€ 495,000",Christiaan Paul Flusstraat (Bouwnr. 22) | 1087 VA Amsterdam,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,None,None,105m²,None,None
Buy,https://www.funda.nl/en/koop/amstelveen/appartement-87192518-pruimenlaan-124/,None,"€ 319,500",Pruimenlaan 124 | 1185 RZ Amstelveen,3 rooms (2 bedrooms),None,None,None,80m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p506/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/purmerend/appartement-41788844-de-open-veste-bouwnr-166/,None,"€ 364,500",De Open Veste (Bouwnr. 166) | 1448 Purmerend,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,85m²,None,None
Buy,https://www.funda.nl/en/koop/ijmuiden/appartement-41770078-bronsstraat-21/,None,"€ 340,000",Bronsstraat 21 | 1976 BC IJmuiden,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,None,None,93m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p507/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41524186-nieuwe-achtergracht-81-iii/,tel:020-4191819,"€ 900,000",Nieuwe Achtergracht 81 III | 1018 WN Amsterdam,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,117m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-41510240-jacob-obrechtstraat-67-p/,tel:020-4202222,"€ 2,500,000",Jacob Obrechtstraat 67 P* | 1071 KJ Amsterdam,5 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,None,None,211m²,None,None
Buy,https://www.funda.nl/en/koop/overveen/appartement-41564134-2e/,None,"€ 1,850,000",2E | 2051 GK Overveen,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,14 cars,None,257m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p508/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/huizen/appartement-40217274-labradorstroom-135/,tel:035-5315300,"€ 685,000",Labradorstroom 135 | 1271 DE Huizen,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 car,None,183m²,None,None
Buy,https://www.funda.nl/en/koop/purmerend/appartement-40110283-bouwnummer-bouwnr-114/,tel:0229 281900,"€ 1,007,000",Bouwnummer (Bouwnr. 114) | 1441 KT Purmerend,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,None,None,268m²,None,None
Buy,https://www.funda.nl/en/koop/purmerend/appartement-40110136-bouwnummer-bouwnr-26/,None,"€ 1,007,000",Bouwnummer (Bouwnr. 26) | 1441 KT Purmerend,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,None,None,268m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-40183217-voc-kade-146/,None,"€ 1,150,000",VOC-kade 146 | 1018 LG Amsterdam,3 rooms (2 bedrooms),2 bathrooms and 1 separate toilet,None,None,100m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-40183207-voc-kade-132/,None,"€ 560,000",VOC-kade 132 | 1018 LG Amsterdam,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,None,None,51m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-40183270-voc-kade-150/,None,"€ 460,000",VOC-kade 150 | 1018 LG Amsterdam,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,None,None,48m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-86540892-pieter-de-hoochstraat-11-d3/,None,"€ 4,465,000",Pieter de Hoochstraat 11 D3 | 1071 ED Amsterdam,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,1 car,None,295m²,None,None
Buy,https://www.funda.nl/en/koop/almere/appartement-86536061-francisco-pizarrostraat-bwnr6/,None,"€ 338,200",Francisco Pizarrostraat bwnr6 | 1363 Almere,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,93m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-40731597-nieuwe-prinsengracht-10-hs/,None,"€ 945,000",Nieuwe Prinsengracht 10 hs | 1018 XH Amsterdam,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,None,None,85m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-86821036-prins-hendriklaan-31-a/,None,"€ 5,400,000",Prins Hendriklaan 31 A | 1075 AZ Amsterdam,5 rooms (3 bedrooms),2 separate toilets,None,None,325m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/appartement-49235719-revaleiland-bouwnr-23/,None,"€ 1,146,587",revaleiland (Bouwnr. 23) | 1014 ZG Amsterdam,7 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,None,None,258m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p509/,None,None,None,None,None,None,None,None,None,None
Buy,https://www.funda.nl/en/koop/purmerend/huis-40607060-papaverstraat-17-a/,tel:0299 200999,"€ 265,000",Papaverstraat 17 A | 1446 EL Purmerend,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,2 cars,"Single-family home, corner house",102m²,None,None
Buy,https://www.funda.nl/en/koop/loenen-aan-de-vecht/huis-41959355-vreelandseweg-17/,None,"€ 1,200,000",Vreelandseweg 17 | 3632 EP Loenen aan de Vecht,4 rooms (3 bedrooms),1 separate toilet,None,"Single-family home, detached residential property (dyke house)",195m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/huis-41833917-seinwachterstraat-4/,tel:020-7165205,"€ 700,000",Seinwachterstraat 4 | 1019 TE Amsterdam,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,1 car,"Single-family home, row house",143m²,None,None
Buy,https://www.funda.nl/en/koop/hilversum/huis-41837282-bordetstraat-22/,tel:035-642 44 74,"€ 449,000",Bordetstraat 22 | 1221 HW Hilversum,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,None,"Single-family home, double house",131m²,None,None
Buy,https://www.funda.nl/en/koop/den-ilp/huis-41836054-den-ilp-161-a/,tel:020-3379284,"€ 600,000",Den Ilp 161 a | 1127 PP Den Ilp,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,1 car,"Single-family home, detached residential property",100m²,None,None
Buy,https://www.funda.nl/en/koop/den-ilp/huis-41836054-den-ilp-161-a/,tel:020-3379284,"€ 600,000",Den Ilp 161 a | 1127 PP Den Ilp,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,1 car,"Single-family home, detached residential property",100m²,None,None
Buy,https://www.funda.nl/en/koop/amsterdam/+15km/p510/,None,None,None,None,None,None,None,None,None,None
